x_fwd_H0,y_fwd_H0,x_fwd_H1,y_fwd_H1,x_fwd_H2,y_fwd_H2,x_fwd_H3.5,y_fwd_H3.5,x_fwd_H5,y_fwd_H5,x_back_H0,y_back_H0,x_back_H1,y_back_H1,x_back_H2,y_back_H2,x_back_H3.5,y_back_H3.5,x_back_H5,y_back_H5
-0.00046705623,-0.13453459,18.850248,8.8945409,-0.053126732,0.11437998,-0.015119037,0.049120688,-0.008426759,0.031111156,-2.3411465e-05,-0.006743631,-3.7044928e-05,-0.0067445349,-0.00036717506,-0.0071325009,-0.00052897663,-0.007750876,-0.00085966446,-0.0085332148
0.0019108687,-0.13400988,18.681581,9.2488938,-0.055033445,0.11286529,-0.015966129,0.048619671,-0.0089678781,0.030815895,9.5783516e-05,-0.0067173297,8.8511927e-05,-0.0067182092,-0.00023452243,-0.0071067681,-0.00038418369,-0.0077260846,-0.00070019885,-0.0085105985
0.0042684468,-0.13344345,18.506242,9.6000453,-0.056902829,0.11132113,-0.01680005,0.048104916,-0.0095010879,0.030511723,0.0002139586,-0.0066889366,0.00021302296,-0.0066896736,-0.00010294055,-0.0070786938,-0.00024049691,-0.0076987244,-0.00054186673,-0.0084851396
0.0066049843,-0.13283584,18.324292,9.9478696,-0.058734484,0.10974836,-0.017620599,0.047576736,-0.010026251,0.030198827,0.00033107901,-0.0066584802,0.00033645132,-0.0066589574,2.75314e-05,-0.0070483085,-9.7959503e-05,-0.0076688274,-0.00038471623,-0.008456872
0.0089198012,-0.13218766,18.135795,10.292242,-0.060528026,0.10814782,-0.018427579,0.047035441,-0.010543233,0.029877394,0.00044711067,-0.0066259893,0.00045876087,-0.0066260907,0.000156855,-0.0070156431,4.33861e-05,-0.0076364265,-0.00022879464,-0.0084258301
0.011212231,-0.13149947,17.940816,10.63304,-0.062283091,0.10652037,-0.019220802,0.046481347,-0.011051906,0.029547617,0.00056202018,-0.0065914934,0.00057991621,-0.0065911038,0.00028499258,-0.0069807294,0.00018349829,-0.007601555,-7.4148373e-05,-0.0083920495
0.013481623,-0.13077187,17.739424,10.97014,-0.063999332,0.10486688,-0.020000086,0.045914771,-0.011552143,0.029209686,0.00067577485,-0.0065550223,0.00069988267,-0.0065540279,0.00041190724,-0.0069435996,0.00032233626,-0.007564247,7.9177042e-05,-0.008355566
0.015727338,-0.13000548,17.531687,11.303421,-0.065676421,0.1031882,-0.020765255,0.045336031,-0.012043822,0.028863796,0.00078834273,-0.0065166066,0.00081862631,-0.0065148945,0.00053756285,-0.0069042863,0.00045986003,-0.0075245372,0.00023113694,-0.0083164165
0.017948753,-0.12920091,17.31768,11.632765,-0.067314049,0.10148521,-0.02151614,0.044745448,-0.012526827,0.028510143,0.00089969255,-0.006476277,0.00093611395,-0.0064737357,0.00066192405,-0.0068628229,0.00059603048,-0.0074824609,0.00038168756,-0.0082746385
0.020145259,-0.12835879,17.097476,11.958054,-0.068911923,0.099758768,-0.02225258,0.044143346,-0.013001043,0.028148925,0.0010097938,-0.006434065,0.0010523132,-0.0064305839,0.00078495629,-0.0068192432,0.0007308093,-0.007438054,0.00053078604,-0.0082302699
0.022316261,-0.12747974,16.871153,12.279169,-0.070469772,0.098009748,-0.022974419,0.043530047,-0.013466362,0.027780342,0.0011186166,-0.0063900022,0.0011671923,-0.0063854723,0.0009066258,-0.0067735816,0.00086415904,-0.007391353,0.00067839043,-0.0081833497
0.024461179,-0.12656442,16.63879,12.595997,-0.071987338,0.09623902,-0.023681511,0.042905879,-0.013922678,0.027404594,0.001226132,-0.006344121,0.0012807204,-0.0063384342,0.0010268996,-0.0067258728,0.0009960431,-0.0073423948,0.0008244597,-0.0081339171
0.02657945,-0.12561347,16.400467,12.908422,-0.073464387,0.094447458,-0.024373712,0.042271167,-0.01436989,0.027021884,0.0013323116,-0.006296454,0.0013928674,-0.0062895037,0.0011457456,-0.0066761522,0.0011264258,-0.007291217,0.00096895375,-0.0080820121
0.028670521,-0.12462755,16.15627,13.216334,-0.074900698,0.092635933,-0.025050888,0.04162624,-0.014807903,0.026632416,0.0014371279,-0.0062470342,0.0015036039,-0.0062387151,0.0012631323,-0.0066244556,0.0012552722,-0.0072378577,0.0011118334,-0.0080276754
0.030733858,-0.12360733,15.906282,13.519621,-0.07629607,0.090805322,-0.025712913,0.040971428,-0.015236623,0.026236395,0.001540554,-0.0061958949,0.0016129013,-0.006186103,0.0013790293,-0.006570819,0.0013825483,-0.0071823553,0.0012530604,-0.0079709479
0.03276894,-0.12255348,15.650593,13.818175,-0.077650321,0.088956495,-0.026359663,0.040307061,-0.015655964,0.025834029,0.0016425638,-0.00614307,0.0017207319,-0.0061317027,0.0014934068,-0.0065152792,0.0015082211,-0.0071247489,0.0013925976,-0.0079118714
0.034775263,-0.12146668,15.389291,14.111888,-0.078963286,0.087090329,-0.026991025,0.03963347,-0.016065842,0.025425523,0.001743132,-0.0060885936,0.0018270687,-0.0060755497,0.001606236,-0.0064578731,0.0016322583,-0.007065078,0.0015304085,-0.0078504881
0.036752337,-0.12034762,15.122468,14.400654,-0.080234816,0.085207693,-0.027606892,0.038950987,-0.016466178,0.025011088,0.001842234,-0.0060325,0.0019318854,-0.0060176797,0.0017174888,-0.0063986381,0.0017546287,-0.0070033824,0.0016664578,-0.0077868406
0.038699686,-0.11919699,14.850219,14.68437,-0.081464782,0.083309461,-0.028207162,0.038259944,-0.016856898,0.024590934,0.0019398461,-0.0059748241,0.0020351567,-0.0059581291,0.001827138,-0.006337612,0.0018753017,-0.0069397026,0.0018007112,-0.0077209721
0.04061685,-0.1180155,14.572639,14.962933,-0.082653073,0.081396503,-0.02879174,0.037560676,-0.017237932,0.02416527,0.0020359452,-0.005915601,0.0021368579,-0.0058969344,0.0019351571,-0.0062748329,0.0019942478,-0.0068740791,0.0019331351,-0.0076529262
0.042503387,-0.11680384,14.289826,15.236243,-0.083799593,0.079469687,-0.02936054,0.036853514,-0.017609215,0.023734307,0.002130509,-0.0058548658,0.0022369653,-0.0058341323,0.0020415207,-0.0062103392,0.0021114385,-0.0068065531,0.0020636972,-0.007582747
0.044358867,-0.11556273,14.001878,15.504202,-0.084904265,0.077529879,-0.02991348,0.036138794,-0.017970687,0.023298259,0.0022235161,-0.0057926543,0.0023354558,-0.00576976,0.0021462041,-0.0061441697,0.002226846,-0.006737166,0.0021923659,-0.0075104789
0.046182876,-0.11429288,13.708899,15.766712,-0.085967029,0.075577943,-0.030450486,0.035416848,-0.01832229,0.022857337,0.0023149457,-0.0057290023,0.0024323073,-0.0057038549,0.0022491834,-0.0060763634,0.0023404434,-0.0066659597,0.0023191108,-0.0074361668
0.047975017,-0.11299501,13.41099,16.023681,-0.086987841,0.073614741,-0.03097149,0.034688011,-0.018663974,0.022411754,0.0024047779,-0.0056639459,0.0025274984,-0.0056364547,0.0023504355,-0.0060069597,0.002452205,-0.0065929763,0.0024439024,-0.0073598561
0.049734906,-0.11166985,13.108256,16.275014,-0.087966676,0.07164113,-0.031476431,0.033952616,-0.018995692,0.021961723,0.0024929935,-0.0055975214,0.0026210084,-0.0055675971,0.0024499384,-0.0059359981,0.0025621056,-0.0065182581,0.0025667122,-0.0072815921
0.051462178,-0.11031812,12.800806,16.520621,-0.088903525,0.069657967,-0.031965255,0.033210997,-0.019317402,0.021507457,0.002579574,-0.0055297652,0.0027128177,-0.0054973204,0.0025476707,-0.0058635186,0.0026701213,-0.0064418479,0.0026875126,-0.007201421
0.053156479,-0.10894056,12.488746,16.760414,-0.089798394,0.0676661,-0.032437913,0.032463487,-0.019629067,0.02104917,0.002664502,-0.0054607142,0.0028029073,-0.0054256628,0.002643612,-0.005789561,0.0027762288,-0.0063637886,0.0028062771,-0.0071193889
0.054817475,-0.1075379,12.172187,16.994306,-0.090651309,0.065666379,-0.032894363,0.031710419,-0.019930653,0.020587074,0.0027477604,-0.0053904051,0.0028912591,-0.0053526628,0.0027377426,-0.0057141658,0.002880406,-0.0062841235,0.0029229802,-0.0070355425
0.056444843,-0.10611089,11.851242,17.222211,-0.091462308,0.063659645,-0.033334571,0.030952125,-0.020222132,0.020121383,0.0028293333,-0.0053188749,0.0029778556,-0.0052783592,0.0028300439,-0.0056373734,0.0029826315,-0.006202896,0.0030375973,-0.0069499284
0.05803828,-0.10466025,11.526022,17.444049,-0.09223145,0.061646738,-0.033758508,0.030188937,-0.020503481,0.019652309,0.0029092053,-0.0052461609,0.0030626805,-0.0052027906,0.0029204978,-0.0055592244,0.0030828849,-0.0061201497,0.0031501049,-0.0068625939
0.059597496,-0.10318674,11.196643,17.659739,-0.092958806,0.059628489,-0.034166151,0.029421184,-0.02077468,0.019180065,0.002987362,-0.0051723003,0.0031457181,-0.0051259962,0.0030090874,-0.0054797595,0.0031811468,-0.0060359285,0.0032604805,-0.0067735861
0.061122215,-0.10169111,10.863222,17.869202,-0.093644465,0.057605727,-0.034557485,0.028649198,-0.021035714,0.018704862,0.0030637895,-0.0050973306,0.0032269533,-0.0050480149,0.0030957965,-0.0053990199,0.0032773986,-0.0059502764,0.0033687024,-0.0066829527
0.062612179,-0.10017409,10.525876,18.072363,-0.094288532,0.055579275,-0.034932499,0.027873306,-0.021286575,0.01822691,0.0031384749,-0.0050212891,0.0033063722,-0.004968886,0.0031806096,-0.0053170464,0.0033716227,-0.0058632376,0.0034747503,-0.0065907413
0.064067145,-0.098636439,10.184725,18.269148,-0.094891126,0.053549949,-0.035291192,0.027093836,-0.021527255,0.01774642,0.0032114059,-0.0049442135,0.0033839614,-0.0048886488,0.0032635124,-0.0052338802,0.0034638023,-0.0057748564,0.0035786044,-0.0064969998
0.065486884,-0.09707891,9.8398884,18.459486,-0.095452382,0.051518561,-0.035633565,0.026311115,-0.021757755,0.0172636,0.0032825713,-0.0048661414,0.0034597086,-0.0048073426,0.0033444911,-0.0051495627,0.0035539217,-0.0056851771,0.0036802463,-0.0064017763
0.066871183,-0.095502253,9.4914894,18.643308,-0.095972451,0.049485913,-0.035959627,0.025525467,-0.021978076,0.01677866,0.0033519601,-0.0047871104,0.0035336019,-0.0047250069,0.0034235329,-0.0050641351,0.0036419658,-0.0055942444,0.0037796584,-0.0063051189
0.068219845,-0.093907219,9.1396509,18.820547,-0.096451498,0.047452805,-0.036269395,0.024737216,-0.022188228,0.016291805,0.0034195626,-0.0047071584,0.0036056307,-0.0046416811,0.0035006259,-0.0049776389,0.0037279208,-0.0055021027,0.0038768241,-0.006207076
0.069532686,-0.092294562,8.7844974,18.991138,-0.096889704,0.045420027,-0.036562889,0.023946685,-0.02238822,0.015803242,0.0034853697,-0.0046263229,0.0036757847,-0.0045574048,0.0035757589,-0.0048901153,0.0038117736,-0.0054087969,0.0039717278,-0.0061076958
0.070809541,-0.090665034,8.4261547,19.155019,-0.097287262,0.043388363,-0.036840136,0.023154193,-0.02257807,0.015313174,0.0035493728,-0.0045446418,0.0037440548,-0.0044722173,0.0036489216,-0.004801606,0.0038935121,-0.0053143714,0.0040643549,-0.0060070269
0.072050255,-0.089019388,8.0647497,19.312132,-0.097644382,0.041358589,-0.037101171,0.022360059,-0.022757797,0.014821804,0.0036115644,-0.0044621528,0.0038104324,-0.0043861583,0.0037201047,-0.0047121523,0.0039731248,-0.0052188712,0.0041546919,-0.0059051178
0.073254693,-0.087358375,7.7004105,19.462417,-0.097961287,0.039331473,-0.037346033,0.021564599,-0.022927426,0.014329333,0.0036719376,-0.0043788935,0.0038749099,-0.0042992672,0.0037892993,-0.0046217957,0.0040506015,-0.0051223409,0.004242726,-0.0058020169
0.074422731,-0.085682748,7.3332661,19.605822,-0.098238214,0.037307777,-0.037574767,0.020768129,-0.023086985,0.013835962,0.0037304862,-0.0042949016,0.0039374803,-0.0042115835,0.0038564978,-0.0045305776,0.0041259328,-0.0050248253,0.0043284457,-0.005697773
0.075554261,-0.083993255,6.9634467,19.742292,-0.098475414,0.035288254,-0.037787424,0.019970959,-0.023236505,0.013341886,0.0037872049,-0.0042102147,0.0039981375,-0.0041231466,0.0039216932,-0.0044385394,0.0041991099,-0.0049263691,0.0044118403,-0.0055924345
0.076649192,-0.082290647,6.5910834,19.871779,-0.098673152,0.033273646,-0.037984062,0.019173402,-0.023376023,0.012847304,0.003842089,-0.0041248704,0.0040568763,-0.0040339958,0.0039848793,-0.0043457224,0.0042701253,-0.004827017,0.0044929,-0.00548605
0.077707444,-0.08057567,6.2163083,19.994235,-0.098831704,0.031264691,-0.038164743,0.018375764,-0.023505577,0.012352407,0.0038951345,-0.0040389061,0.0041136919,-0.0039441704,0.0040460506,-0.0042521678,0.0043389721,-0.0047268136,0.004571616,-0.0053786679
0.078728954,-0.078849069,5.8392543,20.109615,-0.098951361,0.029262115,-0.038329536,0.017578351,-0.023625212,0.011857389,0.0039463384,-0.0039523591,0.0041685806,-0.0038537096,0.0041052028,-0.004157917,0.0044056444,-0.0046258033,0.0046479807,-0.0052703369
0.079713673,-0.077111587,5.4600551,20.217875,-0.099032427,0.027266636,-0.038478514,0.016781466,-0.023734975,0.011362439,0.003995698,-0.0038652668,0.0042215393,-0.0037626524,0.004162332,-0.0040630108,0.0044701371,-0.0045240308,0.0047219871,-0.0051611051
0.080661566,-0.075363966,5.0788453,20.318978,-0.099075218,0.025278963,-0.038611758,0.01598541,-0.023834914,0.010867744,0.0040432117,-0.0037776661,0.0042725658,-0.0036710378,0.0042174353,-0.0039674903,0.0045324461,-0.0044215402,0.0047936294,-0.0050510209
0.081572612,-0.073606942,4.6957603,20.412884,-0.099080061,0.023299795,-0.038729353,0.01519048,-0.023925084,0.010373492,0.0040888785,-0.0036895942,0.0043216585,-0.0035789046,0.0042705105,-0.0038713962,0.0045925679,-0.0043183759,0.0048629026,-0.0049401326
0.082446804,-0.071841251,4.310936,20.49956,-0.099047298,0.021329821,-0.03883139,0.014396971,-0.024005542,0.0098798638,0.0041326979,-0.0036010879,0.0043688166,-0.0034862915,0.0043215563,-0.0037747694,0.0046505001,-0.0042145819,0.0049298027,-0.004828488
0.08328415,-0.070067626,3.924509,20.578972,-0.09897728,0.019369722,-0.038917963,0.013605174,-0.024076347,0.0093870419,0.0041746704,-0.0035121838,0.0044140399,-0.003393237,0.004370572,-0.0036776501,0.0047062411,-0.0041102021,0.0049943266,-0.0047161352
0.084084671,-0.068286793,3.5366167,20.651092,-0.098870371,0.017420166,-0.038989176,0.012815379,-0.024137563,0.0088952047,0.0042147971,-0.0034229184,0.0044573293,-0.0032997794,0.0044175579,-0.0035800789,0.00475979,-0.0040052804,0.0050564721,-0.0046031218
0.084848403,-0.066499477,3.1473968,20.715893,-0.098726946,0.015481815,-0.039045133,0.012027872,-0.024189257,0.0084045285,0.0042530796,-0.0033333281,0.0044986861,-0.0032059568,0.0044625148,-0.0034820959,0.0048111469,-0.0038998601,0.0051162381,-0.0044894954
0.085575393,-0.064706399,2.7569875,20.773349,-0.098547391,0.013555316,-0.039085947,0.011242934,-0.024231496,0.0079151874,0.0042895204,-0.0032434489,0.0045381124,-0.0031118073,0.0045054445,-0.003383741,0.0048603127,-0.0037939848,0.005173624,-0.0043753034
0.086265704,-0.062908276,2.3655277,20.823439,-0.098332103,0.011641309,-0.039111735,0.010460844,-0.024264353,0.007427353,0.0043241227,-0.0031533169,0.004575611,-0.0030173684,0.0045463494,-0.0032850539,0.004907289,-0.0036876976,0.0052286306,-0.0042605929
0.086919412,-0.061105818,1.9731565,20.866145,-0.098081491,0.0097404211,-0.039122618,0.0096818799,-0.024287903,0.0069411943,0.0043568902,-0.0030629675,0.0046111854,-0.0029226778,0.0045852327,-0.0031860742,0.0049520783,-0.0035810413,0.0052812592,-0.0041454109
0.087536604,-0.059299734,1.5800133,20.901448,-0.09779597,0.0078532699,-0.039118723,0.0089063124,-0.024302222,0.006456878,0.0043878274,-0.0029724364,0.0046448399,-0.0028277727,0.0046220983,-0.0030868411,0.0049946839,-0.0034740587,0.0053315121,-0.004029804
0.088117383,-0.057490725,1.186238,20.929336,-0.09747597,0.0059804612,-0.039100182,0.0081344105,-0.024307392,0.0059745684,0.0044169393,-0.0028817587,0.0046765794,-0.0027326901,0.0046569509,-0.0029873936,0.0050351099,-0.0033667922,0.0053793926,-0.0039138187
0.088661863,-0.055679489,0.79197058,20.949796,-0.097121928,0.0041225901,-0.03906713,0.0073664393,-0.024303493,0.0054944271,0.0044442317,-0.0027909694,0.0047064094,-0.0026374667,0.0046897958,-0.0028877705,0.0050733612,-0.0032592839,0.0054249047,-0.003797501
0.089170171,-0.053866717,0.3973513,20.962822,-0.096734291,0.0022802402,-0.039019708,0.00660266,-0.024290611,0.0050166133,0.0044697109,-0.002700103,0.0047343363,-0.0025421391,0.0047206392,-0.0027880102,0.0051094434,-0.0031515757,0.0054680533,-0.0036808969
0.089642447,-0.052053094,0.0025205615,20.968405,-0.096313516,0.00045398364,-0.038958062,0.0058433301,-0.024268833,0.0045412839,0.0044933841,-0.0026091941,0.0047603668,-0.0024467434,0.0047494877,-0.0026881509,0.0051433629,-0.0030437091,0.0055088442,-0.0035640518
0.090078843,-0.050239303,-0.39238115,20.966544,-0.095860067,-0.001355619,-0.038882342,0.005088703,-0.024238248,0.0040685929,0.0045152587,-0.0025182766,0.0047845087,-0.0023513154,0.004776349,-0.0025882304,0.0051751269,-0.0029357253,0.005547284,-0.0034470111
0.090479523,-0.048426015,-0.78721329,20.957236,-0.095374419,-0.0031480187,-0.038792701,0.0043390283,-0.024198948,0.0035986922,0.004535343,-0.0024273844,0.0048067702,-0.0022558908,0.004801231,-0.0024882863,0.0052047433,-0.0028276654,0.00558338,-0.0033298195
0.090844664,-0.046613901,-1.1818353,20.940486,-0.094857054,-0.0049226783,-0.038689299,0.0035945514,-0.024151026,0.0031317309,0.0045536459,-0.0023365511,0.00482716,-0.0021605049,0.0048241428,-0.0023883558,0.0052322208,-0.0027195698,0.0056171406,-0.0032125217
0.091174454,-0.04480362,-1.5761067,20.916296,-0.094308464,-0.0066790727,-0.038572298,0.0028555135,-0.024094579,0.0026678559,0.0045701769,-0.0022458096,0.0048456878,-0.0020651924,0.0048450937,-0.0022884759,0.0052575687,-0.0026114787,0.0056485747,-0.0030951617
0.091469093,-0.042995828,-1.9698871,20.884674,-0.093729145,-0.0084166885,-0.038441866,0.0021221516,-0.024029704,0.0022072113,0.0045849458,-0.0021551929,0.0048623635,-0.0019699882,0.0048640939,-0.0021886829,0.0052807971,-0.0025034321,0.0056776923,-0.0029777835
0.091728792,-0.041191174,-2.3630363,20.845631,-0.093119606,-0.010135025,-0.038298172,0.0013946985,-0.0239565,0.0017499389,0.0045979634,-0.0020647334,0.004877198,-0.0018749262,0.0048811543,-0.0020890131,0.005301917,-0.0023954694,0.0057045038,-0.0028604304
0.091953775,-0.039390297,-2.7554142,20.799178,-0.092480358,-0.011833592,-0.038141391,0.00067338254,-0.02387507,0.001296178,0.0046092408,-0.0019744634,0.0048902025,-0.0017800405,0.0048962861,-0.0019895022,0.0053209397,-0.0022876297,0.0057290208,-0.0027431453
0.092144275,-0.037593832,-3.146881,20.745331,-0.091811923,-0.013511915,-0.037971702,-4.1572481e-05,-0.023785518,0.00084606548,0.0046187897,-0.0018844144,0.0049013889,-0.0016853645,0.0049095017,-0.0018901857,0.0053378774,-0.0021799516,0.0057512553,-0.002625971
0.092300536,-0.035802406,-3.5372972,20.684108,-0.091114828,-0.015169528,-0.037789288,-0.00074994714,-0.023687947,0.00039973567,0.0046266225,-0.0017946181,0.0049107698,-0.0015909313,0.0049208134,-0.0017910986,0.0053527431,-0.0020724735,0.0057712202,-0.0025089495
0.092422816,-0.034016636,-3.9265237,20.615529,-0.090389606,-0.016805979,-0.037594333,-0.0014515266,-0.023582467,-4.2679497e-05,0.0046327518,-0.0017051052,0.0049183582,-0.0014967737,0.0049302348,-0.0016922754,0.0053655503,-0.0019652332,0.0057889293,-0.0023921226
0.092511379,-0.032237135,-4.3144217,20.539618,-0.089636799,-0.01842083,-0.037387027,-0.0021461007,-0.023469185,-0.00048105057,0.0046371911,-0.0016159066,0.0049241676,-0.001402924,0.0049377796,-0.0015937504,0.0053763132,-0.0018582681,0.0058043967,-0.0022755315
0.092566503,-0.030464506,-4.7008531,20.4564,-0.088856951,-0.020013654,-0.037167562,-0.002833464,-0.023348212,-0.00091525053,0.0046399542,-0.0015270525,0.0049282124,-0.001309414,0.0049434623,-0.0014955574,0.0053850466,-0.0017516153,0.0058176377,-0.002159217
0.092588474,-0.028699343,-5.0856799,20.365904,-0.088050615,-0.021584037,-0.036936135,-0.0035134157,-0.023219662,-0.0013451548,0.0046410555,-0.0014385726,0.0049305072,-0.0012162753,0.004947298,-0.0013977296,0.005391766,-0.0016453111,0.005828668,-0.0020432194
0.092577588,-0.026942233,-5.4687649,20.26816,-0.087218348,-0.023131576,-0.036692944,-0.0041857599,-0.023083646,-0.0017706413,0.0046405099,-0.0013504964,0.0049310672,-0.001123539,0.0049493021,-0.0013003,0.0053964874,-0.0015393917,0.0058375041,-0.0019275786
0.092534153,-0.025193756,-5.8499715,20.163202,-0.086360711,-0.024655884,-0.03643819,-0.0048503054,-0.022940283,-0.0021915902,0.0046383327,-0.0012628528,0.0049299082,-0.0010312356,0.004949491,-0.001203301,0.0053992276,-0.0014338927,0.005844163,-0.0018123339
0.092458485,-0.023454481,-6.2291638,20.051066,-0.085478273,-0.026156585,-0.03617208,-0.005506866,-0.022789688,-0.0026078845,0.0046345397,-0.0011756706,0.0049270464,-0.00093939538,0.0049478812,-0.0011067646,0.0054000038,-0.0013288491,0.0058486627,-0.0016975241
0.092350908,-0.021724969,-6.6062063,19.931792,-0.084571604,-0.027633314,-0.03589482,-0.0061552605,-0.02263198,-0.0030194093,0.0046291474,-0.0010889777,0.0049224987,-0.00084804808,0.0049444899,-0.0010107224,0.0053988339,-0.0012242956,0.0058510215,-0.0015831875
0.092211758,-0.020005774,-6.9809646,19.805419,-0.083641282,-0.029085723,-0.03560662,-0.0067953125,-0.022467281,-0.0034260523,0.0046221724,-0.001002802,0.0049162822,-0.00075722297,0.004939335,-0.00091520535,0.0053957364,-0.0011202662,0.0058512586,-0.0014693619
0.092041377,-0.018297438,-7.3533049,19.671992,-0.082687885,-0.030513474,-0.035307693,-0.0074268509,-0.022295711,-0.0038277037,0.0046136319,-0.00091717056,0.0049084147,-0.00066694886,0.0049324346,-0.00082024404,0.0053907303,-0.0010167946,0.0058493936,-0.0013560845
0.091840118,-0.016600496,-7.7230943,19.531558,-0.081711999,-0.031916242,-0.034998256,-0.0080497092,-0.022117395,-0.0042242562,0.0046035437,-0.00083211029,0.0048989143,-0.00057725409,0.0049238075,-0.00072586854,0.0053838351,-0.00091391387,0.0058454469,-0.0012433919
0.091608342,-0.014915474,-8.0902008,19.384165,-0.080714209,-0.033293715,-0.034678524,-0.0086637263,-0.021932457,-0.004615605,0.0045919258,-0.00074764749,0.0048877998,-0.00048816655,0.0049134728,-0.00063210843,0.0053750709,-0.00081165647,0.0058394395,-0.0011313204
0.091346417,-0.013242888,-8.4544932,19.229864,-0.079695107,-0.034645595,-0.034348717,-0.0092687462,-0.021741025,-0.0050016478,0.0045787966,-0.00066380803,0.0048750901,-0.00039971359,0.0049014504,-0.0005389928,0.0053644583,-0.00071005446,0.0058313928,-0.0010199054
0.09105472,-0.011583243,-8.8158414,19.068709,-0.078655287,-0.035971595,-0.034009059,-0.0098646179,-0.021543225,-0.0053822848,0.0045641751,-0.00058061729,0.0048608049,-0.00031192212,0.0048877602,-0.00044655019,0.0053520184,-0.00060913931,0.0058213289,-0.00090918191
0.090733636,-0.0099370371,-9.1741164,18.900756,-0.077595344,-0.037271443,-0.033659771,-0.010451196,-0.021339188,-0.0057574191,0.0045480806,-0.0004981002,0.0048449639,-0.00022481853,0.0048724229,-0.00035480867,0.0053377729,-0.00050894194,0.0058092704,-0.00079918436
0.090383558,-0.0083047578,-9.5291901,18.726065,-0.076515877,-0.038544879,-0.03330108,-0.011028339,-0.021129043,-0.0061269559,0.0045305327,-0.00041628117,0.0048275876,-0.00013842871,0.0048554595,-0.00026379574,0.0053217438,-0.00040949272,0.0057952406,-0.00068994652
0.090004886,-0.0066868825,-9.8809357,18.544696,-0.075417487,-0.039791655,-0.032933213,-0.011595912,-0.020912924,-0.0064908035,0.0045115515,-0.00033518415,0.0048086967,-5.2778031e-05,0.0048368915,-0.0001735384,0.0053039537,-0.00031082145,0.0057792631,-0.0005815016
0.089598025,-0.0050838789,-10.229227,18.356712,-0.074300777,-0.041011536,-0.032556399,-0.012153785,-0.020690964,-0.0068488726,0.0044911574,-0.00025483259,0.0047883123,3.2108629e-05,0.0048167407,-8.4063117e-05,0.0052844256,-0.00021295736,0.0057613623,-0.00047388219
0.089163392,-0.0034962049,-10.573941,18.162179,-0.073166352,-0.042204302,-0.032170868,-0.012701833,-0.020463297,-0.0072010767,0.0044693711,-0.00017524943,0.0047664559,0.00011620692,0.0047950294,4.6041979e-06,0.005263183,-0.0001159291,0.0057415627,-0.00036712027
0.088701405,-0.0019243082,-10.914953,17.961167,-0.072014816,-0.043369743,-0.031776852,-0.013239935,-0.020230061,-0.007547332,0.0044462137,-9.6457122e-05,0.0047431493,0.00019949303,0.0047717802,9.243817e-05,0.0052402498,-1.9764769e-05,0.0057198896,-0.00026124719
0.088212493,-0.00036862649,-11.252141,17.753744,-0.070846777,-0.044507663,-0.031374583,-0.013767978,-0.019991391,-0.0078875577,0.0044217067,-1.8477597e-05,0.0047184147,0.00028194364,0.0047470161,0.00017941398,0.0052156504,7.5508159e-05,0.0056963687,-0.00015629369
0.087697089,0.0011704128,-11.585385,17.539984,-0.069662843,-0.045617879,-0.030964296,-0.014285852,-0.019747428,-0.0082216755,0.0043958718,5.8667715e-05,0.0046922746,0.000363536,0.0047207605,0.00026550735,0.0051894093,0.00016986278,0.0056710262,-5.2289859e-05
0.087155632,0.0026923924,-11.914565,17.319963,-0.068463621,-0.04670022,-0.030546225,-0.014793452,-0.01949831,-0.00854961,0.0043687309,0.0001349579,0.004664752,0.00044424787,0.0046930372,0.00035069457,0.0051615518,0.0002632728,0.0056438886,5.0734838e-05
0.086588568,0.0041969055,-12.239565,17.093756,-0.067249722,-0.047754528,-0.030120606,-0.01529068,-0.019244178,-0.0088712891,0.0043403065,0.00021037257,0.0046358699,0.00052405757,0.0046638701,0.00043495251,0.0051321034,0.00035571251,0.005614983,0.00015275159
0.085996348,0.0056835556,-12.560267,16.861445,-0.066021752,-0.048780658,-0.029687677,-0.015777442,-0.018985176,-0.0091866431,0.0043106211,0.00028489184,0.0046056519,0.00060294394,0.0046332837,0.00051825858,0.0051010899,0.00044715682,0.0055843368,0.00025373223
0.085379428,0.0071519566,-12.876557,16.62311,-0.064780323,-0.049778476,-0.029247673,-0.01625365,-0.018721445,-0.0094956055,0.0042796976,0.00035849636,0.0045741216,0.00068088639,0.0046013026,0.00060059076,0.0050685374,0.00053758125,0.0055519778,0.00035364926
0.08473827,0.0086017331,-13.188321,16.378835,-0.063526041,-0.050747861,-0.028800834,-0.016719219,-0.018453129,-0.0097981131,0.0042475591,0.00043116732,0.0045413033,0.00075786486,0.0045679519,0.00068192763,0.0050344727,0.00062696193,0.0055179343,0.00045247581
0.08407334,0.01003252,-13.495448,16.128707,-0.062259514,-0.051688707,-0.028347396,-0.017174072,-0.018180375,-0.010094105,0.0042142291,0.00050288642,0.004507221,0.00083385986,0.0045332569,0.00076224833,0.0049989224,0.0007152756,0.0054822348,0.00055018571
0.08338511,0.011443963,-13.797828,15.872814,-0.060981349,-0.052600915,-0.027887599,-0.017618135,-0.017903326,-0.010383525,0.0041797311,0.00057363589,0.0044718994,0.00090885243,0.004497243,0.00084153257,0.0049619139,0.00080249964,0.0054449084,0.00064675344
